City,Latitude,Longitude,Solar_Irradiance_kWh/m²/day,Temperature_C,Wind_Speed_m/s,PV_Power_kW,Wind_Power_kW,Electrolyzer_Efficiency_%,Hydrogen_Production_kg/day,Desalination_Power_kW,System_Efficiency_%,Feasibility_Score,Total_Renewable_Power_kW,Solar_Wind_Ratio,Power_per_H2,Latitude_India,Longitude_India,State,CAPEX_Total,OPEX_Annual,H2_Annual_kg,LCOH_USD_per_kg,LCOH_Band,Composite_Suitability_Index,Suitability_Band,Expected_Return
City-36,26.66413896182912,-16.539651849168276,5.632084085354309,22.18445120310879,5.851229139950552,246,182,76.29002418893995,59,13.351945152440049,75.62060501356848,0.9561916052406778,428,1.3442622950819672,7.133333333333334,32.125960221746915,76.10205389055133,Maharashtra,991000,19820.0,20650,5.847725856839822,Very High (>$5),0.6524430067997694,High,-0.04892082638117288
City-37,24.053522290400785,-14.336801577086538,5.964595340436982,21.781225103304287,6.014391532455255,257,195,76.1086689216504,45,13.445986321352088,81.06377020900071,0.9226253291657992,452,1.3112244897959184,9.826086956521738,24.56920653760056,86.12222004264994,Rajasthan,909500,18190.0,15750,7.036481519025749,Very High (>$5),0.3546385921874047,Low,-0.06124198342458003
City-38,26.47456416889602,-12.706816961425858,5.973439295364309,21.740766248155342,5.8756782279913535,242,199,76.4640336200479,50,11.220404360259836,79.6366918419119,0.9386679154240678,441,1.21,8.647058823529411,21.46508171009576,74.42991402495764,Maharashtra,940500,18810.0,17500,6.5486858513241835,Very High (>$5),0.4902920232016595,Medium,-0.05672727527716449
City-39,26.4917723028786,-16.277547066912092,6.488877572596267,19.563875137667583,5.586298112522568,269,190,74.69342273892939,48,11.84897556416648,75.64305020360965,0.8990230389904809,459,1.4083769633507854,9.36734693877551,30.263495397682355,77.52873972687583,Gujarat,938000,18760.0,16800,6.803414992625912,Very High (>$5),0.18764698181989728,Very Low,-0.05916564165897156
City-40,27.68035388142528,-13.166528804226584,5.598907307112795,20.364229985206126,6.115116477988491,272,190,74.89305870061074,54,13.894739080432489,79.15793695817992,0.952791782878536,462,1.4240837696335078,8.4,26.60228740609402,72.52057995631999,Karnataka,989000,19780.0,18900,6.376287541063282,Very High (>$5),0.6123863500607898,High,-0.05496646564822652
City-41,26.604101168599968,-15.25063669842515,5.523990380451261,20.594415211166243,6.222981424996711,240,186,76.17793034482304,45,13.086191669953497,80.28612538399722,0.9171076531593862,426,1.2834224598930482,9.26086956521739,21.83057352267168,80.80952084351688,Tamil Nadu,879000,17580.0,15750,6.800513749558696,Very High (>$5),0.31329556272755027,Very Low,-0.059138898242945916
City-42,27.32030661072597,-14.801141126498,6.308777882315097,20.370974258215483,5.682033458626593,277,184,73.7287614424546,54,13.919156128316896,80.86360692705595,0.9627963704398926,461,1.4972972972972973,8.381818181818181,27.427653651669054,87.57962230349618,Gujarat,985000,19700.0,18900,6.350498713799123,Very High (>$5),0.6872531823140526,High,-0.054694848417059315
City-43,25.963336940057783,-12.45528207961001,5.738566546666256,20.347668750030053,6.1524067671527485,265,182,75.92833795232274,51,12.269222294544791,80.10419101650918,0.9460445605448728,447,1.4480874316939891,8.596153846153847,20.515827816728276,80.06986192086757,Tamil Nadu,946000,18920.0,17850,6.457825744913196,Very High (>$5),0.5497427097006653,Medium,-0.05581098260750586
City-44,25.09241710353877,-13.883846277712138,6.000817610681192,21.56443186897993,5.888020731992038,260,176,75.35886012271939,49,14.700559186539753,78.1297222395392,0.9216541463653738,436,1.4689265536723164,8.72,33.639806031181735,75.15628168227097,Karnataka,916000,18320.0,17150,6.508257917318135,Very High (>$5),0.36087493300259177,Low,-0.056322732840617916
City-45,24.283120665012305,-12.680350227474875,6.075600471826134,21.077511260043583,6.477268461296676,267,181,74.71313396826827,58,13.463935442264578,75.40460151590092,0.9488230652344832,448,1.467032967032967,7.593220338983051,23.881699724000253,80.95634891981057,Karnataka,1002500,20050.0,20300,6.017578292867416,Very High (>$5),0.5917039393248302,High,-0.050979390868038446
City-46,26.54270858849221,-16.96521824601573,5.88387113177656,22.122255814295947,6.4852556811242295,266,181,73.62455440444108,49,13.656667005054889,81.78984772132445,0.944219001997605,447,1.4615384615384615,8.94,29.937834265309732,70.45841356930775,Gujarat,929500,18590.0,17150,6.60417656566289,Very High (>$5),0.5306101509790474,Medium,-0.05727447886080533
City-47,25.558075619625388,-12.7549052332884,5.673628542560379,19.83478131803276,5.795711184911411,249,196,76.17164041421725,56,13.845514635071972,76.44056073980802,0.9463263122789048,445,1.263959390862944,7.807017543859649,24.675666141341164,85.77318160530797,Karnataka,991000,19820.0,19600,6.1609968848848125,Very High (>$5),0.5690309418456709,High,-0.052629201759578526
City-48,23.940448417699187,-12.125760974985386,6.148081004345472,20.57029684935217,5.643587501823042,247,199,73.31051291630487,51,11.09583561594343,80.19156699868294,0.9420535847029512,446,1.235,8.576923076923077,27.801020317667163,78.06167901559672,Maharashtra,953500,19070.0,17850,6.5090241519817456,Very High (>$5),0.5224185514805009,Medium,-0.056330446893418096
City-49,25.05756247670284,-13.175412299963252,5.552489837173532,21.40173625797661,5.864407770944944,272,175,76.7116870128453,57,12.144461882661078,77.70856031162069,0.9607547604731934,447,1.5454545454545454,7.706896551724138,28.200654190149194,76.98699484079285,Karnataka,990500,19810.0,19950,6.0498552801669545,Very High (>$5),0.6806711098130105,High,-0.05135750917650757
City-50,23.164274736172736,-13.774039103966556,6.043942075713066,22.95457380538514,5.648697402783975,257,188,75.61744179152417,54,14.624455783918926,81.75548139627408,0.9714909360209708,445,1.3597883597883598,8.090909090909092,22.772816832882906,79.71729576907039,Tamil Nadu,971000,19420.0,18900,6.260237818374566,Very High (>$5),0.7516006161450826,Very High,-0.0537265651568273
City-51,26.30119760357944,-12.755907357286112,6.242316511030009,21.555669180749728,6.221013784222512,244,178,75.30771668463835,49,11.585979383123272,81.44943980872556,0.9449197819594114,422,1.3631284916201116,8.44,34.54376941646838,80.49567725578805,Tamil Nadu,903000,18060.0,17150,6.415891811504669,Very High (>$5),0.5323190012685272,Medium,-0.05537934060609642
City-52,27.064605552964384,-12.683032776211997,6.434426822447724,21.60369926854357,5.549497000179459,264,187,73.95962025114012,53,12.52848406471864,81.11326877222915,0.9598003371979832,451,1.4042553191489362,8.351851851851851,31.626992350416717,69.43551612453027,Tamil Nadu,968500,19370.0,18550,6.361933382491721,Very High (>$5),0.6609352771709154,High,-0.05481555420260343
City-53,23.072036511781203,-16.36727299242475,6.075914345762765,20.192302407123165,5.573013202348642,266,193,76.56123672884812,46,13.324861873956843,78.10667977731204,0.9079503546431208,459,1.3711340206185567,9.76595744680851,34.09248412346284,81.65234442446805,Tamil Nadu,923500,18470.0,16100,6.9894729719366255,Very High (>$5),0.24843108994367294,Very Low,-0.06083434201210576
City-54,27.711242682207644,-15.10539535180305,5.975508488051212,22.225658742916075,5.807247349142106,243,185,75.88469179038334,57,14.22412759592756,80.62023052921256,0.97960961212415,428,1.3064516129032258,7.379310344827586,33.422410256414736,72.8386336063106,Maharashtra,976500,19530.0,19950,5.964344958185795,Very High (>$5),0.8208547950338421,Very High,-0.05034683247906463
City-55,27.13761779309989,-12.673368333568508,5.824430521245327,20.324036805498157,6.313745106204923,274,196,74.55760120608451,51,13.6021956504349,79.43171176144895,0.9396164366903372,470,1.3908629441624365,9.038461538461538,28.968499682166275,82.2790526501318,Rajasthan,976000,19520.0,17850,6.662619373187399,Very High (>$5),0.5026849249403523,Medium,-0.0578409383313474
City-56,27.453642424885945,-13.066554186761453,5.564572581678285,19.07011023594623,5.593386136510035,246,179,73.14453708877738,51,11.357148177618342,78.5099696433758,0.9293672969468716,425,1.3666666666666667,8.173076923076923,33.82811352534675,84.45069588768393,Gujarat,922500,18450.0,17850,6.297404069431736,Very High (>$5),0.4295922148590987,Low,-0.05412863158737831
City-57,23.125926446077717,-16.694604492076802,6.420417455146434,21.863868067189472,6.082957290878419,258,194,76.54263751259336,58,13.498127741855622,75.92774080088937,0.9553508360443655,452,1.323076923076923,7.661016949152542,21.327387530778793,84.0791701510504,Tamil Nadu,1013000,20260.0,20300,6.0806052974311156,Very High (>$5),0.6387406711369448,High,-0.05171400546678346
City-58,27.947820243855475,-12.756264286144344,6.12680538517008,21.9054947086789,6.180992971579778,248,190,76.6607576160061,50,11.669347091857874,78.64054633075058,0.9330561058237072,438,1.2984293193717278,8.588235294117647,22.93974293628718,79.05001934815778,Karnataka,933000,18660.0,17500,6.496463476114262,Very High (>$5),0.4461328480294421,Low,-0.05620376294962442
City-59,24.984564901424505,-14.918969674475516,6.309129754608058,22.86682229320907,5.8906160527292695,246,189,74.94363649451334,57,12.066721896791003,80.3137540022133,0.976659782224134,435,1.2947368421052632,7.5,20.67840933365807,78.40339784621503,Tamil Nadu,985500,19710.0,19950,6.019315879459398,Very High (>$5),0.7979739761288753,Very High,-0.05099984961462709
City-60,26.29995374157243,-16.570836793004702,6.170821646621729,22.42941617168662,6.040244298087931,252,192,75.2352529567511,45,14.846671405270431,79.37762432632002,0.9101752922763816,444,1.305699481865285,9.652173913043478,24.879954961448966,70.85751922678824,Karnataka,900000,18000.0,15750,6.962983361322896,Very High (>$5),0.2610546057341399,Very Low,-0.06060220882315069
City-61,24.63220267691892,-16.145234344932476,5.9309875964986105,21.783140533148668,6.355239520224507,252,185,73.43304305153895,51,13.303661523982,81.75627530951695,0.9536439454841826,437,1.3548387096774193,8.403846153846153,25.83015934534223,83.50692300806271,Karnataka,937500,18750.0,17850,6.3998008835688385,Very High (>$5),0.6076962042993449,High,-0.055212208823150685
City-62,25.69937351950169,-15.635385446710671,5.6322428383339735,19.348119216670263,5.506941473697121,245,175,73.2201208133765,55,13.82452284687151,79.22409816581354,0.9545058600401596,420,1.3920454545454546,7.5,24.07023547660844,73.42818760893428,Tamil Nadu,947500,18950.0,19250,5.997660668048585,Very High (>$5),0.6311161477133413,High,-0.05074402940362561
City-63,24.851369566748133,-12.5186343272409,5.904535674450898,22.54971489865091,6.360224134402103,261,198,74.53042622981786,51,12.193801175083848,78.71456544056143,0.9349485899831844,459,1.3115577889447236,8.826923076923077,32.43106263727894,77.93390845635894,Maharashtra,966000,19320.0,17850,6.594354830429331,Very High (>$5),0.4669083567643568,Medium,-0.057178295779672414
City-64,24.73694345078952,-16.6097615976007,6.333184478401709,21.481662585498924,6.151843186407641,253,178,74.18925507805356,57,11.344565401680311,78.08493867485906,0.9608410849878776,431,1.4134078212290502,7.431034482758621,25.351299900403838,73.68548185855033,Karnataka,976000,19520.0,19950,5.96129101811504,Very High (>$5),0.6787056681879763,High,-0.05031020062642935
City-65,25.163835772571986,-16.862019487420714,6.088973863138849,20.447799933697,6.187976174167887,240,181,76.60423652109239,50,14.780843410069805,79.96255265496538,0.9418225633362524,421,1.3186813186813187,8.254901960784315,24.21401764531071,70.67656725999386,Karnataka,911500,18230.0,17500,6.34675933384582,Very High (>$5),0.511709657664374,Medium,-0.054655280682722816
City-66,25.150607599421253,-14.557115075932922,6.412331887293864,21.809750935707285,5.568842287061459,243,180,73.18381563081861,53,13.089113104289686,81.9801690012875,0.9643331141627312,423,1.3425414364640884,7.833333333333333,28.14044124737373,80.59115393783473,Tamil Nadu,937000,18740.0,18550,6.1550145373203335,Very High (>$5),0.6950162759854728,High,-0.052561920669468715
City-67,24.06889355478549,-16.7181338310445,5.75598605111303,20.59701954443065,6.341614775433482,279,194,73.38242201243237,53,13.450290552110022,75.61843181923567,0.9219696361473712,473,1.4307692307692308,8.75925925925926,22.113863374621438,69.08664069645808,Karnataka,994000,19880.0,18550,6.52943911429713,Very High (>$5),0.3782311102410935,Low,-0.05653530741469996
City-68,25.85759251962911,-14.809128411129826,5.825635623706814,19.14025966459788,5.684557816811695,263,194,76.60495287792034,59,12.730332762505542,76.08840866352988,0.9599219763632316,457,1.3487179487179488,7.616666666666666,32.032954711310595,82.972904682524,Karnataka,1026000,20520.0,20650,6.054255024336687,Very High (>$5),0.680191545849967,High,-0.05140873903757561
City-69,25.540982687808004,-16.26909609575023,5.884772751284581,22.80454549110546,5.572705500458999,253,183,75.51511782361729,56,13.717634380882895,80.37190442465601,0.9717070473216334,436,1.375,7.649122807017544,21.118259655196564,74.35173590522233,Tamil Nadu,975500,19510.0,19600,6.064634168723647,Very High (>$5),0.7604177085006126,Very High,-0.05152929749562633
City-70,27.884119266597917,-12.150566209553874,5.606329861861291,19.392154330417185,5.536365095568652,252,194,73.23411202398356,56,14.003178420085105,78.55022582623593,0.955048658668512,446,1.2923076923076924,7.824561403508772,34.803304049007764,68.0026938600897,Tamil Nadu,991000,19820.0,19600,6.1609968848848125,Very High (>$5),0.6390214575309375,High,-0.052629201759578526
City-71,25.3168219905261,-14.552818187677962,5.55081479198228,22.58930780086552,6.362511367353383,240,181,76.92595138333215,46,11.026065546160153,76.17592122170176,0.8959925250790105,421,1.3186813186813187,8.957446808510639,31.58367153944986,78.22258278474459,Gujarat,879500,17590.0,16100,6.656460724221182,Very High (>$5),0.15647902398762126,Very Low,-0.057781714223946595
City-72,23.8879360558186,-14.513852444133622,5.524374491548922,22.01780811030906,6.3071142158720175,264,191,75.06734150411815,54,12.233766328675962,75.35235788435071,0.9276241505722058,455,1.375,8.272727272727273,22.980735223012587,68.93703817055206,Maharashtra,982500,19650.0,18900,6.334380696759024,Very High (>$5),0.4227296230230517,Low,-0.05452396454834153
City-73,23.332919448176188,-15.160014564884433,5.869236029599739,22.561888459911884,5.799590516225915,271,184,73.24724779112428,59,11.998042233065052,79.83870684424235,0.9798161574770348,455,1.4648648648648648,7.583333333333333,20.082831756854034,73.52339115641799,Maharashtra,1019000,20380.0,20650,6.012949190837315,Very High (>$5),0.8329884426575105,Very High,-0.05092482903904862
City-74,24.012971399109155,-15.567359189067655,5.775965511811384,20.68161827496985,5.651859512222877,244,181,74.92986469487005,54,11.079330115847714,76.69538739852543,0.9357674618229876,425,1.3406593406593406,7.7272727272727275,32.23192142682251,82.13952974911433,Karnataka,947500,18950.0,18900,6.108728458197633,Very High (>$5),0.48423542404029163,Medium,-0.052036905393071514
City-75,23.469342553731064,-13.231260045889318,6.209024126898847,22.458089251963727,6.028528879146452,273,196,75.13581177679019,53,12.204553749773364,78.01357831520156,0.9413106008166128,469,1.385786802030457,8.685185185185185,30.602860157714257,69.25379243243732,Maharashtra,991000,19820.0,18550,6.509732557614141,Very High (>$5),0.5206299359050132,Medium,-0.05633757713798418
City-76,24.68068042184392,-14.130583763610776,5.719470197997073,21.64561310800949,5.564361687965514,241,192,73.83721182176114,47,13.696157638622324,79.10015896057264,0.9144987403245288,433,1.2487046632124352,9.020833333333334,30.93510752061481,84.78676984712004,Karnataka,905000,18100.0,16450,6.703723342550235,Very High (>$5),0.3046353115378928,Very Low,-0.05823342429276395
City-77,25.940161243716567,-12.756945157356729,6.215391483503908,22.81491252713351,6.321736294553307,258,189,75.3388553625593,58,13.17780443056226,78.50340292873574,0.9707451866222816,447,1.3578947368421053,7.576271186440678,31.569055200289185,68.07639845317166,Gujarat,1005500,20110.0,20300,6.035586008457044,Very High (>$5),0.7555897680244239,Very High,-0.05119084631693486
